mapping_id, reg_id, task_id, score,accuracy 
mid_1027, Eudralex2007_4.60, ToxicDisposal103, 1.0, 
mid_1222, Eudralex2007_9.22, T102CleaningTask, 1.0, 
mid_1226, Eudralex2007_9.22, TankCleaningTask103, 1.0, 
mid_1321, Eudralex2007_9.45, ResultRecordingTask303, 1.0, 
mid_1330, Eudralex2007_9.45, ResultRecordingTask301, 1.0, 
mid_1363, Eudralex2007_9.45, ResultRecordingTask302, 1.0, 
mid_1386, Eudralex2007_11.16, MarkingTask_302, 1.0, 
mid_1413, Eudralex2007_11.16, MarkingTask_301, 1.0, 
mid_1421, Eudralex2007_11.16, MarkingTask_303, 1.0, 
mid_1550, Eudralex2007_4.12, ProtectingTask202, 1.0, 
mid_1574, Eudralex2007_4.12, ProtectingTask203, 1.0, 
mid_1581, Eudralex2007_4.12, ProtectingTask201, 1.0, 
mid_1616, Eudralex2007_5.24, CleaningTask_301, 1.0, 
mid_1618, Eudralex2007_5.24, CleaningTask_302, 1.0, 
mid_1626, Eudralex2007_5.24, CleaningTask_201, 1.0, 
mid_1635, Eudralex2007_5.24, CleaningTask_303, 1.0, 
mid_1637, Eudralex2007_5.24, CleaningTask_202, 1.0, 
mid_1644, Eudralex2007_5.24, T101CleaningTask, 1.0, 
mid_1654, Eudralex2007_5.24, T102CleaningTask, 1.0, 
mid_1655, Eudralex2007_5.24, CleaningTask_203, 1.0, 
mid_1658, Eudralex2007_5.24, TankCleaningTask103, 1.0, 
mid_1688, Eudralex2007_5.23, CleaningTask_301, 1.0, 
mid_1690, Eudralex2007_5.23, CleaningTask_302, 1.0, 
mid_1698, Eudralex2007_5.23, CleaningTask_201, 1.0, 
mid_1707, Eudralex2007_5.23, CleaningTask_303, 1.0, 
mid_1709, Eudralex2007_5.23, CleaningTask_202, 1.0, 
mid_1716, Eudralex2007_5.23, T101CleaningTask, 1.0, 
mid_1726, Eudralex2007_5.23, T102CleaningTask, 1.0, 
mid_1727, Eudralex2007_5.23, CleaningTask_203, 1.0, 
mid_1730, Eudralex2007_5.23, TankCleaningTask103, 1.0, 
mid_1753, Eudralex2007_7.40, AspirinStorageTask101, 1.0, 
mid_1755, Eudralex2007_7.40, StoringTask102, 1.0, 
mid_1777, Eudralex2007_7.40, StoringTask104, 1.0, 
mid_1786, Eudralex2007_7.40, StoringTask103, 1.0, 
mid_1822, Eudralex2007_5.46, IncidentRecordingTask401, 1.0, 
mid_1843, Eudralex2007_5.46, CheckingTask402, 1.0, 
mid_1844, Eudralex2007_5.46, CheckingTask403, 1.0, 
mid_1847, Eudralex2007_5.46, CheckingTask401, 1.0, 
mid_1855, Eudralex2007_5.46, IncidentRecordingTask403, 1.0, 
mid_1857, Eudralex2007_5.46, IncidentRecordingTask402, 1.0, 
mid_1958, Eudralex2007_6.72, DeviationRecordTask101, 1.0, 
mid_1961, Eudralex2007_6.72, DeviationRecordTask103, 1.0, 
mid_1962, Eudralex2007_6.72, DeviationRecordTask102, 1.0, 
mid_1964, Eudralex2007_6.72, DeviationRecordTask104, 1.0, 
mid_2021, Eudralex2007_8.15, InvestigatingTask_303, 1.0, 
mid_2022, Eudralex2007_8.15, InvestigatingTask_101, 1.0, 
mid_2091, Eudralex2007_8.15, InvestigatingTask_102, 1.0, 
mid_2093, Eudralex2007_8.15, InvestigatingTask_104, 1.0, 
mid_2095, Eudralex2007_8.15, InvestigatingTask_103, 1.0, 
mid_2097, Eudralex2007_8.15, InvestigatingTask_301, 1.0, 
mid_2100, Eudralex2007_8.15, InvestigatingTask_302, 1.0, 
mid_2111, Eudralex2007_7.41, AspirinStorageTask101, 1.0, 
mid_2113, Eudralex2007_7.41, StoringTask102, 1.0, 
mid_2135, Eudralex2007_7.41, StoringTask104, 1.0, 
mid_2144, Eudralex2007_7.41, StoringTask103, 1.0, 
mid_2190, Eudralex2007_5.21, CleaningTask_301, 1.0, 
mid_2192, Eudralex2007_5.21, CleaningTask_302, 1.0, 
mid_2209, Eudralex2007_5.21, CleaningTask_303, 1.0, 
mid_2211, Eudralex2007_5.21, CleaningTask_202, 1.0, 
mid_2218, Eudralex2007_5.21, T101CleaningTask, 1.0, 
mid_2228, Eudralex2007_5.21, T102CleaningTask, 1.0, 
mid_2229, Eudralex2007_5.21, CleaningTask_203, 1.0, 
mid_2232, Eudralex2007_5.21, TankCleaningTask103, 1.0, 
mid_2416, Eudralex2007_5.21, CleaningTask_201, 1.0, 
mid_3119, Eudralex2007_7.42, AspirinStorageTask101, 1.0, 
mid_3121, Eudralex2007_7.42, StoringTask102, 1.0, 
mid_3143, Eudralex2007_7.42, StoringTask104, 1.0, 
mid_3152, Eudralex2007_7.42, StoringTask103, 1.0, 
mid_3198, Eudralex2007_5.22, CleaningTask_301, 1.0, 
mid_3200, Eudralex2007_5.22, CleaningTask_302, 1.0, 
mid_3208, Eudralex2007_5.22, CleaningTask_201, 1.0, 
mid_3211, Eudralex2007_5.22, S203Task, 1.0, 
mid_3216, Eudralex2007_5.22, S201Task, 1.0, 
mid_3217, Eudralex2007_5.22, CleaningTask_303, 1.0, 
mid_3219, Eudralex2007_5.22, CleaningTask_202, 1.0, 
mid_3226, Eudralex2007_5.22, T101CleaningTask, 1.0, 
mid_3236, Eudralex2007_5.22, T102CleaningTask, 1.0, 
mid_3237, Eudralex2007_5.22, CleaningTask_203, 1.0, 
mid_3239, Eudralex2007_5.22, S202Task, 1.0, 
mid_3240, Eudralex2007_5.22, TankCleaningTask103, 1.0, 
mid_3266, Eudralex2007_7.12, PurchasingTask102, 1.0, 
mid_3269, Eudralex2007_7.12, AcidPurchaseTask101, 1.0, 
mid_3290, Eudralex2007_7.12, PurchasingTask104, 1.0, 
mid_3305, Eudralex2007_7.12, PurchasingTask103, 1.0, 
mid_3385, Eudralex2007_2.16, InvestigatingTask_303, 1.0, 
mid_3386, Eudralex2007_2.16, InvestigatingTask_101, 1.0, 
mid_3522, Eudralex2007_2.16, InvestigatingTask_102, 1.0, 
mid_3524, Eudralex2007_2.16, InvestigatingTask_104, 1.0, 
mid_3526, Eudralex2007_2.16, InvestigatingTask_103, 1.0, 
mid_3528, Eudralex2007_2.16, InvestigatingTask_301, 1.0, 
mid_3531, Eudralex2007_2.16, InvestigatingTask_302, 1.0, 
mid_3553, Eudralex2007_9.20, P102Task, 1.0, 
mid_3557, Eudralex2007_9.20, P103Task, 1.0, 
mid_3766, Eudralex2007_9.32, DisposingTask201, 1.0, 
mid_3781, Eudralex2007_9.32, DisposingTask202, 1.0, 
mid_3796, Eudralex2007_9.32, DisposingTask203, 1.0, 
mid_3835, Eudralex2007_9.32, STask303, 1.0, 
mid_3864, Eudralex2007_9.32, STask301, 1.0, 
mid_3866, Eudralex2007_9.32, STask302, 1.0, 
mid_4118, Eudralex2007_8.21, AspirinStorageTask101, 1.0, 
mid_4120, Eudralex2007_8.21, StoringTask102, 1.0, 
mid_4142, Eudralex2007_8.21, StoringTask104, 1.0, 
mid_4151, Eudralex2007_8.21, StoringTask103, 1.0, 
mid_3735, Eudralex2007_9.31, InvestigatingTask_303, 0.94883, 
mid_3736, Eudralex2007_9.31, InvestigatingTask_101, 0.94883, 
mid_3738, Eudralex2007_9.31, InvestigatingTask_102, 0.94883, 
mid_3740, Eudralex2007_9.31, InvestigatingTask_104, 0.94883, 
mid_3742, Eudralex2007_9.31, InvestigatingTask_103, 0.94883, 
mid_3744, Eudralex2007_9.31, InvestigatingTask_301, 0.94883, 
mid_3747, Eudralex2007_9.31, InvestigatingTask_302, 0.94883, 
mid_1315, Eudralex2007_9.45, MarkingTask_302, 0.90719, 
mid_1341, Eudralex2007_9.45, MarkingTask_301, 0.90719, 
mid_1349, Eudralex2007_9.45, MarkingTask_303, 0.90719, 
mid_2030, Eudralex2007_8.15, DeviationRecordTask101, 0.88298, 
mid_2033, Eudralex2007_8.15, DeviationRecordTask103, 0.88298, 
mid_2034, Eudralex2007_8.15, DeviationRecordTask102, 0.88298, 
mid_2036, Eudralex2007_8.15, DeviationRecordTask104, 0.88298, 
mid_3394, Eudralex2007_2.16, DeviationRecordTask101, 0.88298, 
mid_3397, Eudralex2007_2.16, DeviationRecordTask103, 0.88298, 
mid_3398, Eudralex2007_2.16, DeviationRecordTask102, 0.88298, 
mid_3400, Eudralex2007_2.16, DeviationRecordTask104, 0.88298, 
mid_27, Eudralex2007_7.43, S203Task, 0.87971, 
mid_32, Eudralex2007_7.43, S201Task, 0.87971, 
mid_55, Eudralex2007_7.43, S202Task, 0.87971, 
mid_1532, Eudralex2007_4.12, P101Task, 0.87971, 
mid_1548, Eudralex2007_4.12, P102Task, 0.87971, 
mid_1552, Eudralex2007_4.12, P103Task, 0.87971, 
mid_1773, Eudralex2007_7.40, S203Task, 0.87971, 
mid_1778, Eudralex2007_7.40, S201Task, 0.87971, 
mid_1801, Eudralex2007_7.40, S202Task, 0.87971, 
mid_2131, Eudralex2007_7.41, S203Task, 0.87971, 
mid_2136, Eudralex2007_7.41, S201Task, 0.87971, 
mid_2159, Eudralex2007_7.41, S202Task, 0.87971, 
mid_3139, Eudralex2007_7.42, S203Task, 0.87971, 
mid_3144, Eudralex2007_7.42, S201Task, 0.87971, 
mid_3167, Eudralex2007_7.42, S202Task, 0.87971, 
mid_3191, Eudralex2007_5.22, AspirinStorageTask101, 0.87971, 
mid_3193, Eudralex2007_5.22, StoringTask102, 0.87971, 
mid_3215, Eudralex2007_5.22, StoringTask104, 0.87971, 
mid_3224, Eudralex2007_5.22, StoringTask103, 0.87971, 
mid_4138, Eudralex2007_8.21, S203Task, 0.87971, 
mid_4143, Eudralex2007_8.21, S201Task, 0.87971, 
mid_4166, Eudralex2007_8.21, S202Task, 0.87971, 
mid_1212, Eudralex2007_9.22, T101CleaningTask, 0.85821, 
mid_3537, Eudralex2007_9.20, P101Task, 0.85821, 
mid_1442, Eudralex2007_11.16, InvestigatingTask_303, 0.84802, 
mid_1390, Eudralex2007_11.16, AspirinTabletMarkTask101, 0.82894, 
mid_1391, Eudralex2007_11.16, AspirinTabletMarkTask102, 0.82894, 
mid_1404, Eudralex2007_11.16, MarkingTask_202, 0.82894, 
mid_1408, Eudralex2007_11.16, MarkingTask_203, 0.82894, 
mid_1423, Eudralex2007_11.16, MarkingTask_201, 0.82894, 
mid_1433, Eudralex2007_11.16, AspirinTabletMarkTask103, 0.82894, 
mid_1873, Eudralex2007_5.46, S202Task, 0.8284, 
mid_291, Eudralex2007_5.49, ResultRecordingTask303, 0.82028, 
mid_300, Eudralex2007_5.49, ResultRecordingTask301, 0.82028, 
mid_333, Eudralex2007_5.49, ResultRecordingTask302, 0.82028, 
mid_1316, Eudralex2007_9.45, DataRecordingTask501, 0.82028, 
mid_1334, Eudralex2007_9.45, DataRecordingTask502, 0.82028, 
mid_1367, Eudralex2007_9.45, DataRecordingTask503, 0.82028, 
mid_1, Eudralex2007_7.43, MarkingTask_302, 0.81896, 
mid_5, Eudralex2007_7.43, AspirinTabletMarkTask101, 0.81896, 
mid_6, Eudralex2007_7.43, AspirinTabletMarkTask102, 0.81896, 
mid_19, Eudralex2007_7.43, MarkingTask_202, 0.81896, 
mid_23, Eudralex2007_7.43, MarkingTask_203, 0.81896, 
mid_28, Eudralex2007_7.43, MarkingTask_301, 0.81896, 
mid_36, Eudralex2007_7.43, MarkingTask_303, 0.81896, 
mid_38, Eudralex2007_7.43, MarkingTask_201, 0.81896, 
mid_48, Eudralex2007_7.43, AspirinTabletMarkTask103, 0.81896, 
mid_1747, Eudralex2007_7.40, MarkingTask_302, 0.81896, 
mid_1751, Eudralex2007_7.40, AspirinTabletMarkTask101, 0.81896, 
mid_1752, Eudralex2007_7.40, AspirinTabletMarkTask102, 0.81896, 
mid_1765, Eudralex2007_7.40, MarkingTask_202, 0.81896, 
mid_1769, Eudralex2007_7.40, MarkingTask_203, 0.81896, 
mid_1774, Eudralex2007_7.40, MarkingTask_301, 0.81896, 
mid_1782, Eudralex2007_7.40, MarkingTask_303, 0.81896, 
mid_1784, Eudralex2007_7.40, MarkingTask_201, 0.81896, 
mid_1794, Eudralex2007_7.40, AspirinTabletMarkTask103, 0.81896, 
mid_2105, Eudralex2007_7.41, MarkingTask_302, 0.81896, 
mid_2109, Eudralex2007_7.41, AspirinTabletMarkTask101, 0.81896, 
mid_2110, Eudralex2007_7.41, AspirinTabletMarkTask102, 0.81896, 
mid_2123, Eudralex2007_7.41, MarkingTask_202, 0.81896, 
mid_2127, Eudralex2007_7.41, MarkingTask_203, 0.81896, 
mid_2132, Eudralex2007_7.41, MarkingTask_301, 0.81896, 
mid_2140, Eudralex2007_7.41, MarkingTask_303, 0.81896, 
mid_2142, Eudralex2007_7.41, MarkingTask_201, 0.81896, 
mid_2152, Eudralex2007_7.41, AspirinTabletMarkTask103, 0.81896, 
mid_3113, Eudralex2007_7.42, MarkingTask_302, 0.81896, 
mid_3117, Eudralex2007_7.42, AspirinTabletMarkTask101, 0.81896, 
mid_3118, Eudralex2007_7.42, AspirinTabletMarkTask102, 0.81896, 
mid_3131, Eudralex2007_7.42, MarkingTask_202, 0.81896, 
mid_3135, Eudralex2007_7.42, MarkingTask_203, 0.81896, 
mid_3140, Eudralex2007_7.42, MarkingTask_301, 0.81896, 
mid_3148, Eudralex2007_7.42, MarkingTask_303, 0.81896, 
mid_3150, Eudralex2007_7.42, MarkingTask_201, 0.81896, 
mid_3160, Eudralex2007_7.42, AspirinTabletMarkTask103, 0.81896, 
mid_4112, Eudralex2007_8.21, MarkingTask_302, 0.81896, 
mid_4116, Eudralex2007_8.21, AspirinTabletMarkTask101, 0.81896, 
mid_4117, Eudralex2007_8.21, AspirinTabletMarkTask102, 0.81896, 
mid_4130, Eudralex2007_8.21, MarkingTask_202, 0.81896, 
mid_4134, Eudralex2007_8.21, MarkingTask_203, 0.81896, 
mid_4139, Eudralex2007_8.21, MarkingTask_301, 0.81896, 
mid_4147, Eudralex2007_8.21, MarkingTask_303, 0.81896, 
mid_4149, Eudralex2007_8.21, MarkingTask_201, 0.81896, 
mid_4159, Eudralex2007_8.21, AspirinTabletMarkTask103, 0.81896, 
mid_1184, Eudralex2007_9.22, CleaningTask_301, 0.81888, 
mid_1186, Eudralex2007_9.22, CleaningTask_302, 0.81888, 
mid_1194, Eudralex2007_9.22, CleaningTask_201, 0.81888, 
mid_1203, Eudralex2007_9.22, CleaningTask_303, 0.81888, 
mid_1205, Eudralex2007_9.22, CleaningTask_202, 0.81888, 
mid_1223, Eudralex2007_9.22, CleaningTask_203, 0.81888, 
mid_1465, Eudralex2007_15.10, ResultRecordingTask303, 0.80776, 
mid_1474, Eudralex2007_15.10, ResultRecordingTask301, 0.80776, 
mid_1507, Eudralex2007_15.10, ResultRecordingTask302, 0.80776, 
mid_1189, Eudralex2007_9.22, MarkingTask_202, 0.7924, 
mid_1193, Eudralex2007_9.22, MarkingTask_203, 0.7924, 
mid_1208, Eudralex2007_9.22, MarkingTask_201, 0.7924, 
mid_1447, Eudralex2007_11.16, RecycleDisposal102, 0.78169, 
mid_1452, Eudralex2007_11.16, BioDisposal101, 0.78169, 
mid_1456, Eudralex2007_11.16, ToxicDisposal103, 0.78169, 
mid_1379, Eudralex2007_9.45, DeviationRecordTask101, 0.77122, 
mid_1382, Eudralex2007_9.45, DeviationRecordTask103, 0.77122, 
mid_1383, Eudralex2007_9.45, DeviationRecordTask102, 0.77122, 
mid_1385, Eudralex2007_9.45, DeviationRecordTask104, 0.77122, 
mid_1899, Eudralex2007_6.72, ResultRecordingTask303, 0.77122, 
mid_1908, Eudralex2007_6.72, ResultRecordingTask301, 0.77122, 
mid_1941, Eudralex2007_6.72, ResultRecordingTask302, 0.77122, 
mid_338, Eudralex2007_5.49, S202Task, 0.7712, 
mid_10, Eudralex2007_7.43, PurchasingTask102, 0.76947, 
mid_13, Eudralex2007_7.43, AcidPurchaseTask101, 0.76947, 
mid_34, Eudralex2007_7.43, PurchasingTask104, 0.76947, 
mid_49, Eudralex2007_7.43, PurchasingTask103, 0.76947, 
mid_4121, Eudralex2007_8.21, PurchasingTask102, 0.76947, 
mid_4124, Eudralex2007_8.21, AcidPurchaseTask101, 0.76947, 
mid_4145, Eudralex2007_8.21, PurchasingTask104, 0.76947, 
mid_4160, Eudralex2007_8.21, PurchasingTask103, 0.76947, 
mid_1393, Eudralex2007_11.16, ResultRecordingTask303, 0.76924, 
mid_1402, Eudralex2007_11.16, ResultRecordingTask301, 0.76924, 
mid_1435, Eudralex2007_11.16, ResultRecordingTask302, 0.76924, 
mid_1317, Eudralex2007_9.45, IncidentRecordingTask401, 0.767, 
mid_1350, Eudralex2007_9.45, IncidentRecordingTask403, 0.767, 
mid_1352, Eudralex2007_9.45, IncidentRecordingTask402, 0.767, 
mid_1826, Eudralex2007_5.46, ResultRecordingTask303, 0.767, 
mid_1835, Eudralex2007_5.46, ResultRecordingTask301, 0.767, 
mid_1868, Eudralex2007_5.46, ResultRecordingTask302, 0.767, 
mid_1850, Eudralex2007_5.46, S201Task, 0.76265, 
mid_4168, Eudralex2007_8.21, InvestigatingTask_303, 0.76222, 
mid_4169, Eudralex2007_8.21, InvestigatingTask_101, 0.76222, 
mid_4174, Eudralex2007_8.21, InvestigatingTask_103, 0.76222, 
mid_4136, Eudralex2007_8.21, CheckingTask402, 0.75145, 
mid_4137, Eudralex2007_8.21, CheckingTask403, 0.75145, 
mid_4140, Eudralex2007_8.21, CheckingTask401, 0.75145, 
mid_4171, Eudralex2007_8.21, InvestigatingTask_203, 0.75145, 
mid_1171, Eudralex2007_9.22, MarkingTask_302, 0.74822, 
mid_1176, Eudralex2007_9.22, AspirinTabletMarkTask102, 0.74822, 
mid_1198, Eudralex2007_9.22, MarkingTask_301, 0.74822, 
mid_1206, Eudralex2007_9.22, MarkingTask_303, 0.74822, 
mid_1218, Eudralex2007_9.22, AspirinTabletMarkTask103, 0.74822, 
mid_1894, Eudralex2007_6.72, DataRecordingTask501, 0.7426, 
mid_1912, Eudralex2007_6.72, DataRecordingTask502, 0.7426, 
mid_1945, Eudralex2007_6.72, DataRecordingTask503, 0.7426, 
mid_3555, Eudralex2007_9.20, ProtectingTask202, 0.74092, 
mid_3579, Eudralex2007_9.20, ProtectingTask203, 0.74092, 
mid_3586, Eudralex2007_9.20, ProtectingTask201, 0.74092, 
mid_380, Eudralex2007_5.35, CheckingTask402, 0.74089, 
mid_381, Eudralex2007_5.35, CheckingTask403, 0.74089, 
mid_383, Eudralex2007_5.35, CheckingTask401, 0.74089, 
mid_597, Eudralex2007_8.14, CheckingTask402, 0.74089, 
mid_598, Eudralex2007_8.14, CheckingTask403, 0.74089, 
mid_601, Eudralex2007_8.14, CheckingTask401, 0.74089, 
mid_1875, Eudralex2007_5.46, InvestigatingTask_303, 0.74089, 
mid_1876, Eudralex2007_5.46, InvestigatingTask_101, 0.74089, 
mid_1878, Eudralex2007_5.46, InvestigatingTask_102, 0.74089, 
mid_1880, Eudralex2007_5.46, InvestigatingTask_104, 0.74089, 
mid_1882, Eudralex2007_5.46, InvestigatingTask_103, 0.74089, 
mid_1884, Eudralex2007_5.46, InvestigatingTask_301, 0.74089, 
mid_1885, Eudralex2007_5.46, DeviationRecordTask101, 0.74089, 
mid_1887, Eudralex2007_5.46, InvestigatingTask_302, 0.74089, 
mid_1888, Eudralex2007_5.46, DeviationRecordTask103, 0.74089, 
mid_1889, Eudralex2007_5.46, DeviationRecordTask102, 0.74089, 
mid_1891, Eudralex2007_5.46, DeviationRecordTask104, 0.74089, 
mid_1895, Eudralex2007_6.72, IncidentRecordingTask401, 0.74089, 
mid_1928, Eudralex2007_6.72, IncidentRecordingTask403, 0.74089, 
mid_1930, Eudralex2007_6.72, IncidentRecordingTask402, 0.74089, 
mid_2058, Eudralex2007_8.15, CheckingTask402, 0.74089, 
mid_2059, Eudralex2007_8.15, CheckingTask403, 0.74089, 
mid_2061, Eudralex2007_8.15, CheckingTask401, 0.74089, 
mid_3490, Eudralex2007_2.16, CheckingTask402, 0.74089, 
mid_3491, Eudralex2007_2.16, CheckingTask403, 0.74089, 
mid_3493, Eudralex2007_2.16, CheckingTask401, 0.74089, 
mid_3554, Eudralex2007_9.20, MarkingTask_202, 0.73971, 
mid_3558, Eudralex2007_9.20, MarkingTask_203, 0.73971, 
mid_3573, Eudralex2007_9.20, MarkingTask_201, 0.73971, 
mid_1749, Eudralex2007_7.40, DataRecordingTask501, 0.73668, 
mid_1750, Eudralex2007_7.40, IncidentRecordingTask401, 0.73668, 
mid_1754, Eudralex2007_7.40, ResultRecordingTask303, 0.73668, 
mid_1757, Eudralex2007_7.40, ComplaintRecordingTask203, 0.73668, 
mid_1763, Eudralex2007_7.40, ResultRecordingTask301, 0.73668, 
mid_1767, Eudralex2007_7.40, DataRecordingTask502, 0.73668, 
mid_1783, Eudralex2007_7.40, IncidentRecordingTask403, 0.73668, 
mid_1785, Eudralex2007_7.40, IncidentRecordingTask402, 0.73668, 
mid_1796, Eudralex2007_7.40, ResultRecordingTask302, 0.73668, 
mid_1800, Eudralex2007_7.40, DataRecordingTask503, 0.73668, 
mid_1812, Eudralex2007_7.40, DeviationRecordTask101, 0.73668, 
mid_1815, Eudralex2007_7.40, DeviationRecordTask103, 0.73668, 
mid_1816, Eudralex2007_7.40, DeviationRecordTask102, 0.73668, 
mid_1818, Eudralex2007_7.40, DeviationRecordTask104, 0.73668, 
mid_3115, Eudralex2007_7.42, DataRecordingTask501, 0.73668, 
mid_3116, Eudralex2007_7.42, IncidentRecordingTask401, 0.73668, 
mid_3120, Eudralex2007_7.42, ResultRecordingTask303, 0.73668, 
mid_3123, Eudralex2007_7.42, ComplaintRecordingTask203, 0.73668, 
mid_3129, Eudralex2007_7.42, ResultRecordingTask301, 0.73668, 
mid_3133, Eudralex2007_7.42, DataRecordingTask502, 0.73668, 
mid_3149, Eudralex2007_7.42, IncidentRecordingTask403, 0.73668, 
mid_3151, Eudralex2007_7.42, IncidentRecordingTask402, 0.73668, 
mid_3162, Eudralex2007_7.42, ResultRecordingTask302, 0.73668, 
mid_3166, Eudralex2007_7.42, DataRecordingTask503, 0.73668, 
mid_3178, Eudralex2007_7.42, DeviationRecordTask101, 0.73668, 
mid_3181, Eudralex2007_7.42, DeviationRecordTask103, 0.73668, 
mid_3182, Eudralex2007_7.42, DeviationRecordTask102, 0.73668, 
mid_3184, Eudralex2007_7.42, DeviationRecordTask104, 0.73668, 
mid_1318, Eudralex2007_9.45, AspirinTabletMarkTask101, 0.73612, 
mid_1319, Eudralex2007_9.45, AspirinTabletMarkTask102, 0.73612, 
mid_1332, Eudralex2007_9.45, MarkingTask_202, 0.73612, 
mid_1336, Eudralex2007_9.45, MarkingTask_203, 0.73612, 
mid_1351, Eudralex2007_9.45, MarkingTask_201, 0.73612, 
mid_1361, Eudralex2007_9.45, AspirinTabletMarkTask103, 0.73612, 
mid_1320, Eudralex2007_9.45, AspirinStorageTask101, 0.73587, 
mid_1322, Eudralex2007_9.45, StoringTask102, 0.73587, 
mid_1344, Eudralex2007_9.45, StoringTask104, 0.73587, 
mid_1353, Eudralex2007_9.45, StoringTask103, 0.73587, 
mid_1503, Eudralex2007_15.10, ComplaintRecordingTask201, 0.73491, 
mid_1504, Eudralex2007_15.10, ComplaintRecordingTask202, 0.73491, 
mid_3813, Eudralex2007_9.32, RecycleDisposal102, 0.73459, 
mid_3818, Eudralex2007_9.32, BioDisposal101, 0.73459, 
mid_3822, Eudralex2007_9.32, ToxicDisposal103, 0.73459, 
mid_3830, Eudralex2007_9.32, AspirinStorageTask101, 0.73459, 
mid_3832, Eudralex2007_9.32, StoringTask102, 0.73459, 
mid_3854, Eudralex2007_9.32, StoringTask104, 0.73459, 
mid_3863, Eudralex2007_9.32, StoringTask103, 0.73459, 
mid_1464, Eudralex2007_15.10, AspirinStorageTask101, 0.73412, 
mid_1466, Eudralex2007_15.10, StoringTask102, 0.73412, 
mid_1488, Eudralex2007_15.10, StoringTask104, 0.73412, 
mid_1497, Eudralex2007_15.10, StoringTask103, 0.73412, 
mid_1657, Eudralex2007_5.24, S202Task, 0.72991, 
mid_1729, Eudralex2007_5.23, S202Task, 0.72991, 
mid_1836, Eudralex2007_5.46, P102Task, 0.72059, 
mid_1840, Eudralex2007_5.46, P103Task, 0.72059, 
mid_1870, Eudralex2007_5.46, T102CleaningTask, 0.72059, 
mid_1874, Eudralex2007_5.46, TankCleaningTask103, 0.72059, 
mid_1860, Eudralex2007_5.46, T101CleaningTask, 0.71807, 
mid_3536, Eudralex2007_9.20, MarkingTask_302, 0.71762, 
mid_3541, Eudralex2007_9.20, AspirinTabletMarkTask102, 0.71762, 
mid_3563, Eudralex2007_9.20, MarkingTask_301, 0.71762, 
mid_3571, Eudralex2007_9.20, MarkingTask_303, 0.71762, 
mid_3583, Eudralex2007_9.20, AspirinTabletMarkTask103, 0.71762, 
mid_1458, Eudralex2007_15.10, MarkingTask_302, 0.71758, 
mid_1462, Eudralex2007_15.10, AspirinTabletMarkTask101, 0.71758, 
mid_1463, Eudralex2007_15.10, AspirinTabletMarkTask102, 0.71758, 
mid_1476, Eudralex2007_15.10, MarkingTask_202, 0.71758, 
mid_1480, Eudralex2007_15.10, MarkingTask_203, 0.71758, 
mid_1485, Eudralex2007_15.10, MarkingTask_301, 0.71758, 
mid_1493, Eudralex2007_15.10, MarkingTask_303, 0.71758, 
mid_1495, Eudralex2007_15.10, MarkingTask_201, 0.71758, 
mid_1505, Eudralex2007_15.10, AspirinTabletMarkTask103, 0.71758, 
mid_1368, Eudralex2007_9.45, S202Task, 0.71693, 
